,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
2619,240,240,44,85,0.518,15,46,0.326,17,20,0.85,7,34,41,31,12,3,15,28,120,0.64,0.606,0.541,0.235,18.9,73.9,49.4,70.5,11.9,6.5,13.8,100,118.5,105.7,8,16,0.833,5,11,0.75,9,9,1,2,8,9,9,4,1,6,5,25,27,1.125,1.125,1,1.5,9.7,45.4,28.3,51.4,9.7,6.4,66.7,29.5,178,116,GSW,120,1,0,240,240,36,79,0.456,10,33,0.303,25,37,0.676,12,30,42,17,11,3,21,16,107,0.562,0.519,0.418,0.468,26.1,81.1,50.6,47.2,10.9,7.7,18.1,100,105.7,118.5,7,12,0.75,2,8,1,8,12,1,3,8,10,7,4,1,4,4,21,12,0.888,0.875,1,3,22.8,38.5,25.7,40.6,10.3,7.5,35.5,30.8,160,128,HOU,107,0,2022,11/7/2021,TRUE
2620,240,240,41,101,0.406,10,33,0.303,14,18,0.778,12,32,44,20,13,2,13,21,106,0.487,0.455,0.327,0.178,21.8,82.1,46.8,48.8,12.2,5.3,10.7,100,99.6,112.7,8,22,1,2,9,0.667,5,6,1,3,6,8,6,3,1,4,5,21,3,1,1,0.429,0.316,100,52.4,74.7,24.9,9.6,4.5,100,57.6,117,123,CHO,106,0,1,240,240,41,86,0.477,18,48,0.375,20,21,0.952,7,43,50,24,8,5,20,16,120,0.63,0.581,0.558,0.244,17.9,78.2,53.2,58.5,7.5,7.4,17.4,100,112.7,99.6,9,22,1,6,11,0.545,8,8,1,3,9,11,8,3,2,8,5,20,25,1.074,1,0.917,2.667,22.2,25,20.1,34.5,4.8,8.5,46,33.2,233,110,LAC,120,1,2022,11/7/2021,FALSE
2621,240,240,41,86,0.477,18,48,0.375,20,21,0.952,7,43,50,24,8,5,20,16,120,0.63,0.581,0.558,0.244,17.9,78.2,53.2,58.5,7.5,7.4,17.4,100,112.7,99.6,9,22,1,6,11,0.545,8,8,1,3,9,11,8,3,2,8,5,20,25,1.074,1,0.917,2.667,22.2,25,20.1,34.5,4.8,8.5,46,33.2,233,110,LAC,120,1,0,240,240,41,101,0.406,10,33,0.303,14,18,0.778,12,32,44,20,13,2,13,21,106,0.487,0.455,0.327,0.178,21.8,82.1,46.8,48.8,12.2,5.3,10.7,100,99.6,112.7,8,22,1,2,9,0.667,5,6,1,3,6,8,6,3,1,4,5,21,3,1,1,0.429,0.316,100,52.4,74.7,24.9,9.6,4.5,100,57.6,117,123,CHO,106,0,2022,11/7/2021,TRUE
2622,240,240,49,90,0.544,19,35,0.543,9,11,0.818,11,37,48,31,8,2,15,18,126,0.664,0.65,0.389,0.122,30.6,84.1,60,63.3,8.3,3.7,13.7,100,130.7,113.1,13,19,1,8,9,0.889,3,4,1,6,11,17,10,3,1,4,4,37,26,1,1,1,0.4,23.2,34.8,29.6,52.7,5.6,2.9,33.8,38.6,200,121,CLE,126,0,1,240,240,39,85,0.459,9,31,0.29,22,24,0.917,7,25,32,21,9,9,10,14,109,0.57,0.512,0.365,0.282,15.9,69.4,40,53.8,9.3,16.4,9.5,100,113.1,130.7,8,17,1,2,7,0.667,5,6,1,4,7,7,7,3,5,4,3,19,5,1.034,1,1,0.857,25.8,25.3,24.8,37.5,5,25.8,45,40.1,218,141,NYK,109,1,2022,11/7/2021,TRUE
2623,240,240,39,85,0.459,9,31,0.29,22,24,0.917,7,25,32,21,9,9,10,14,109,0.57,0.512,0.365,0.282,15.9,69.4,40,53.8,9.3,16.4,9.5,100,113.1,130.7,8,17,1,2,7,0.667,5,6,1,4,7,7,7,3,5,4,3,19,5,1.034,1,1,0.857,25.8,25.3,24.8,37.5,5,25.8,45,40.1,218,141,NYK,109,1,0,240,240,49,90,0.544,19,35,0.543,9,11,0.818,11,37,48,31,8,2,15,18,126,0.664,0.65,0.389,0.122,30.6,84.1,60,63.3,8.3,3.7,13.7,100,130.7,113.1,13,19,1,8,9,0.889,3,4,1,6,11,17,10,3,1,4,4,37,26,1,1,1,0.4,23.2,34.8,29.6,52.7,5.6,2.9,33.8,38.6,200,121,CLE,126,0,2022,11/7/2021,FALSE
2624,240,240,41,100,0.41,6,30,0.2,6,9,0.667,11,35,46,29,9,10,9,16,94,0.452,0.44,0.3,0.09,20.8,70,44.7,70.7,9.2,19.2,8,100,96.1,101.2,9,19,1,3,10,1,4,4,1,4,9,11,9,3,3,3,4,22,10,1,1,0.714,0.25,14.2,38.9,23.1,35.6,6.1,27.2,26.9,26.4,206,116,SAS,94,0,1,240,240,35,94,0.372,12,42,0.286,17,20,0.85,15,42,57,21,5,7,13,14,99,0.482,0.436,0.447,0.213,30,79.2,55.3,60,5.1,10,11.2,100,101.2,96.1,5,16,0.833,3,7,1,7,9,1,4,8,11,9,2,2,4,4,20,16,1.004,1.083,0.8,1.5,30.9,100,100,42.5,7.9,9.7,40,29.4,199,105,OKC,99,1,2022,11/7/2021,FALSE
2625,240,240,35,94,0.372,12,42,0.286,17,20,0.85,15,42,57,21,5,7,13,14,99,0.482,0.436,0.447,0.213,30,79.2,55.3,60,5.1,10,11.2,100,101.2,96.1,5,16,0.833,3,7,1,7,9,1,4,8,11,9,2,2,4,4,20,16,1.004,1.083,0.8,1.5,30.9,100,100,42.5,7.9,9.7,40,29.4,199,105,OKC,99,1,0,240,240,41,100,0.41,6,30,0.2,6,9,0.667,11,35,46,29,9,10,9,16,94,0.452,0.44,0.3,0.09,20.8,70,44.7,70.7,9.2,19.2,8,100,96.1,101.2,9,19,1,3,10,1,4,4,1,4,9,11,9,3,3,3,4,22,10,1,1,0.714,0.25,14.2,38.9,23.1,35.6,6.1,27.2,26.9,26.4,206,116,SAS,94,0,2022,11/7/2021,TRUE
2626,240,240,34,89,0.382,8,42,0.19,24,29,0.828,16,34,50,21,10,7,17,17,100,0.491,0.427,0.472,0.326,33.3,82.9,56.2,61.8,10.3,12.7,14.3,100,102.9,110.1,8,24,0.833,2,12,0.667,7,8,1,5,10,15,7,3,4,4,5,21,2,0.956,1,0.846,2,28.2,49.6,38.1,46.2,6.5,10.3,24.2,38,145,119,UTA,100,0,1,240,240,43,87,0.494,12,32,0.375,9,11,0.818,7,32,39,24,8,8,13,22,107,0.583,0.563,0.368,0.126,17.1,66.7,43.8,55.8,8.2,17,12.4,100,110.1,102.9,13,20,1,5,10,1,4,4,1,2,14,15,6,3,4,4,4,33,21,1.5,1.5,1,1.333,10.2,44.2,25.6,31,4.6,17.7,38.1,32.5,300,113,ORL,107,1,2022,11/7/2021,FALSE
2627,240,240,43,87,0.494,12,32,0.375,9,11,0.818,7,32,39,24,8,8,13,22,107,0.583,0.563,0.368,0.126,17.1,66.7,43.8,55.8,8.2,17,12.4,100,110.1,102.9,13,20,1,5,10,1,4,4,1,2,14,15,6,3,4,4,4,33,21,1.5,1.5,1,1.333,10.2,44.2,25.6,31,4.6,17.7,38.1,32.5,300,113,ORL,107,1,0,240,240,34,89,0.382,8,42,0.19,24,29,0.828,16,34,50,21,10,7,17,17,100,0.491,0.427,0.472,0.326,33.3,82.9,56.2,61.8,10.3,12.7,14.3,100,102.9,110.1,8,24,0.833,2,12,0.667,7,8,1,5,10,15,7,3,4,4,5,21,2,0.956,1,0.846,2,28.2,49.6,38.1,46.2,6.5,10.3,24.2,38,145,119,UTA,100,0,2022,11/7/2021,TRUE
2628,240,240,37,83,0.446,6,25,0.24,14,18,0.778,13,41,54,13,8,7,19,24,94,0.517,0.482,0.301,0.217,34.2,83.7,62.1,35.1,8.5,14,17.3,100,100.1,96.9,9,22,0.615,2,5,0.4,3,4,1,3,13,15,4,3,5,4,5,22,22,0.628,0.615,1,2,21.3,36.8,23.9,23.2,5.2,13.9,61.5,37.9,127,108,IND,94,0,1,240,240,31,84,0.369,10,34,0.294,19,22,0.864,8,25,33,20,14,6,12,18,91,0.486,0.429,0.405,0.262,16.3,65.8,37.9,64.5,14.9,10.3,11.4,100,96.9,100.1,7,19,0.667,5,12,0.5,9,11,1,2,8,9,6,3,3,3,3,22,9,0.777,0.667,1,1.75,6.9,36.7,18,34.7,4.9,12.3,22,29.9,127,113,SAC,91,1,2022,11/7/2021,TRUE
2629,240,240,31,84,0.369,10,34,0.294,19,22,0.864,8,25,33,20,14,6,12,18,91,0.486,0.429,0.405,0.262,16.3,65.8,37.9,64.5,14.9,10.3,11.4,100,96.9,100.1,7,19,0.667,5,12,0.5,9,11,1,2,8,9,6,3,3,3,3,22,9,0.777,0.667,1,1.75,6.9,36.7,18,34.7,4.9,12.3,22,29.9,127,113,SAC,91,1,0,240,240,37,83,0.446,6,25,0.24,14,18,0.778,13,41,54,13,8,7,19,24,94,0.517,0.482,0.301,0.217,34.2,83.7,62.1,35.1,8.5,14,17.3,100,100.1,96.9,9,22,0.615,2,5,0.4,3,4,1,3,13,15,4,3,5,4,5,22,22,0.628,0.615,1,2,21.3,36.8,23.9,23.2,5.2,13.9,61.5,37.9,127,108,IND,94,0,2022,11/7/2021,FALSE
2630,240,240,41,80,0.513,17,38,0.447,17,20,0.85,12,36,48,29,3,0,15,15,116,0.653,0.619,0.475,0.25,30.8,81.8,57.8,70.7,3.3,0,14.5,100,126.5,112.3,11,20,0.667,4,10,1,6,6,1,5,7,11,8,2,0,6,4,31,18,0.833,0.833,0.875,0.667,17.8,42.8,23,34.9,3.2,0,31.3,34.7,241,117,BRK,116,0,1,240,240,41,87,0.471,7,30,0.233,14,18,0.778,8,27,35,23,10,6,8,16,103,0.543,0.511,0.345,0.207,18.2,69.2,42.2,56.1,10.9,14.3,7.8,100,112.3,126.5,7,16,1,3,8,0.5,6,6,1,2,7,8,8,5,2,2,5,21,4,1.042,1,0.571,1,17.8,31.6,17,47.2,8.6,13.4,41,26.8,149,138,TOR,103,1,2022,11/7/2021,TRUE
2631,240,240,41,87,0.471,7,30,0.233,14,18,0.778,8,27,35,23,10,6,8,16,103,0.543,0.511,0.345,0.207,18.2,69.2,42.2,56.1,10.9,14.3,7.8,100,112.3,126.5,7,16,1,3,8,0.5,6,6,1,2,7,8,8,5,2,2,5,21,4,1.042,1,0.571,1,17.8,31.6,17,47.2,8.6,13.4,41,26.8,149,138,TOR,103,1,0,240,240,41,80,0.513,17,38,0.447,17,20,0.85,12,36,48,29,3,0,15,15,116,0.653,0.619,0.475,0.25,30.8,81.8,57.8,70.7,3.3,0,14.5,100,126.5,112.3,11,20,0.667,4,10,1,6,6,1,5,7,11,8,2,0,6,4,31,18,0.833,0.833,0.875,0.667,17.8,42.8,23,34.9,3.2,0,31.3,34.7,241,117,BRK,116,0,2022,11/7/2021,FALSE
2632,240,240,37,94,0.394,10,36,0.278,10,18,0.556,16,33,49,17,14,3,12,10,94,0.461,0.447,0.383,0.191,29.6,89.2,53.8,45.9,14.3,5.6,10.5,100,96.1,103.2,12,26,1,3,8,1,5,12,1,6,12,18,5,4,2,3,4,29,10,1.5,1.5,1,0.462,15.1,39.7,24.2,27.5,6.4,5.8,18.4,36.9,257,112,MIL,94,0,1,240,240,41,81,0.506,11,27,0.407,8,13,0.615,4,38,42,24,8,8,19,16,101,0.582,0.574,0.333,0.16,10.8,70.4,46.2,58.5,8.2,13.8,18,100,103.2,96.1,14,22,0.833,3,8,0.667,5,5,1,2,10,10,8,4,2,6,4,30,10,0.815,0.833,0.727,0.8,12,29.9,19.5,44.6,7.6,7.6,24.6,34.5,162,110,WAS,101,1,2022,11/7/2021,FALSE
2633,240,240,41,81,0.506,11,27,0.407,8,13,0.615,4,38,42,24,8,8,19,16,101,0.582,0.574,0.333,0.16,10.8,70.4,46.2,58.5,8.2,13.8,18,100,103.2,96.1,14,22,0.833,3,8,0.667,5,5,1,2,10,10,8,4,2,6,4,30,10,0.815,0.833,0.727,0.8,12,29.9,19.5,44.6,7.6,7.6,24.6,34.5,162,110,WAS,101,1,0,240,240,37,94,0.394,10,36,0.278,10,18,0.556,16,33,49,17,14,3,12,10,94,0.461,0.447,0.383,0.191,29.6,89.2,53.8,45.9,14.3,5.6,10.5,100,96.1,103.2,12,26,1,3,8,1,5,12,1,6,12,18,5,4,2,3,4,29,10,1.5,1.5,1,0.462,15.1,39.7,24.2,27.5,6.4,5.8,18.4,36.9,257,112,MIL,94,0,2022,11/7/2021,TRUE
2634,240,240,34,86,0.395,11,33,0.333,16,19,0.842,6,36,42,19,6,7,14,16,95,0.503,0.459,0.384,0.221,12.8,70.6,42.9,55.9,6,10.4,12.9,100,95.4,118.5,13,24,1,3,8,1,9,9,1,2,10,11,5,2,2,4,3,38,10,1,1,1,2,14.9,29.1,16,43.7,14.9,10.4,66.7,41.1,137,128,BRK,95,0,1,240,240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,0.552,0.515,0.316,0.204,29.4,87.2,57.1,45.7,8,9.4,7.8,100,118.5,95.4,10,20,1,3,7,0.429,7,9,1,4,10,13,5,3,3,3,3,28,22,1,1,0.75,0.5,25.7,49,26.8,22.7,5,8.2,29.1,32.2,200,104,CHI,118,1,2022,11/8/2021,FALSE
2635,240,240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,0.552,0.515,0.316,0.204,29.4,87.2,57.1,45.7,8,9.4,7.8,100,118.5,95.4,10,20,1,3,7,0.429,7,9,1,4,10,13,5,3,3,3,3,28,22,1,1,0.75,0.5,25.7,49,26.8,22.7,5,8.2,29.1,32.2,200,104,CHI,118,1,0,240,240,34,86,0.395,11,33,0.333,16,19,0.842,6,36,42,19,6,7,14,16,95,0.503,0.459,0.384,0.221,12.8,70.6,42.9,55.9,6,10.4,12.9,100,95.4,118.5,13,24,1,3,8,1,9,9,1,2,10,11,5,2,2,4,3,38,10,1,1,1,2,14.9,29.1,16,43.7,14.9,10.4,66.7,41.1,137,128,BRK,95,0,2022,11/8/2021,TRUE
2636,240,240,37,87,0.425,9,34,0.265,9,11,0.818,9,30,39,27,7,0,13,16,92,0.501,0.477,0.391,0.126,19.6,76.9,45.9,73,7.5,0,12.4,100,99.1,116.3,10,20,0.625,2,11,0.667,5,6,1,2,10,11,10,3,0,3,4,22,10,0.703,0.688,1,0.462,15.7,36.4,21.2,42.9,4.5,0,33.3,26.8,127,124,NOP,92,0,1,240,240,43,85,0.506,14,35,0.4,8,13,0.615,9,37,46,27,7,3,12,15,108,0.595,0.588,0.412,0.153,23.1,80.4,54.1,62.8,7.5,5.7,11.7,100,116.3,99.1,10,21,0.714,4,8,0.8,3,5,1,5,8,8,6,2,1,5,4,25,26,0.86,0.889,1,0.5,28,43,23.3,29.2,5.8,4.2,29.1,39.6,174,108,DAL,108,1,2022,11/8/2021,FALSE
2637,240,240,43,85,0.506,14,35,0.4,8,13,0.615,9,37,46,27,7,3,12,15,108,0.595,0.588,0.412,0.153,23.1,80.4,54.1,62.8,7.5,5.7,11.7,100,116.3,99.1,10,21,0.714,4,8,0.8,3,5,1,5,8,8,6,2,1,5,4,25,26,0.86,0.889,1,0.5,28,43,23.3,29.2,5.8,4.2,29.1,39.6,174,108,DAL,108,1,0,240,240,37,87,0.425,9,34,0.265,9,11,0.818,9,30,39,27,7,0,13,16,92,0.501,0.477,0.391,0.126,19.6,76.9,45.9,73,7.5,0,12.4,100,99.1,116.3,10,20,0.625,2,11,0.667,5,6,1,2,10,11,10,3,0,3,4,22,10,0.703,0.688,1,0.462,15.7,36.4,21.2,42.9,4.5,0,33.3,26.8,127,124,NOP,92,0,2022,11/8/2021,TRUE
2638,240,240,31,78,0.397,13,36,0.361,21,25,0.84,6,31,37,22,3,3,13,20,96,0.539,0.481,0.462,0.321,14,72.1,43,71,3.2,6,12.7,100,101.6,119.6,10,18,0.75,4,9,0.667,9,11,1,2,10,10,8,1,1,3,4,31,0,1,1,1,1,10.8,41.1,20.5,55.7,1.7,3.5,40,34.6,149,127,MIA,96,0,1,240,240,42,91,0.462,12,41,0.293,17,24,0.708,12,37,49,28,7,5,9,23,113,0.556,0.527,0.451,0.264,27.9,86,57,66.7,7.4,11.9,8.1,100,119.6,101.6,10,14,0.714,7,9,0.778,5,8,1,4,11,15,10,2,2,3,4,25,22,0.893,0.893,0.75,1.2,21.3,36.8,25.1,52,6.3,7.6,20.2,72.4,180,111,DEN,113,1,2022,11/8/2021,FALSE
2639,240,240,42,91,0.462,12,41,0.293,17,24,0.708,12,37,49,28,7,5,9,23,113,0.556,0.527,0.451,0.264,27.9,86,57,66.7,7.4,11.9,8.1,100,119.6,101.6,10,14,0.714,7,9,0.778,5,8,1,4,11,15,10,2,2,3,4,25,22,0.893,0.893,0.75,1.2,21.3,36.8,25.1,52,6.3,7.6,20.2,72.4,180,111,DEN,113,1,0,240,240,31,78,0.397,13,36,0.361,21,25,0.84,6,31,37,22,3,3,13,20,96,0.539,0.481,0.462,0.321,14,72.1,43,71,3.2,6,12.7,100,101.6,119.6,10,18,0.75,4,9,0.667,9,11,1,2,10,10,8,1,1,3,4,31,0,1,1,1,1,10.8,41.1,20.5,55.7,1.7,3.5,40,34.6,149,127,MIA,96,0,2022,11/8/2021,TRUE
2640,240,240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,0.605,0.567,0.524,0.317,9.4,76.2,47.3,55.3,5.8,4.2,16.2,100,108.9,122.4,11,20,1,4,8,1,7,8,1,2,6,6,9,2,1,4,5,28,7,1.5,1.5,1,4,18.9,45.7,25.9,62.4,9.3,4.3,33.3,45.8,284,128,ATL,113,0,1,240,240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,0.625,0.576,0.478,0.239,23.8,90.6,52.7,70.5,12.5,10.3,11.3,100,122.4,108.9,14,28,1,9,19,1,13,13,1,4,5,7,10,4,1,3,6,50,31,1.215,1.25,0.8,2,15.3,43.2,22.4,55.2,5.3,8.5,50,42.7,175,118,GSW,127,1,2022,11/8/2021,FALSE
2641,240,240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,0.625,0.576,0.478,0.239,23.8,90.6,52.7,70.5,12.5,10.3,11.3,100,122.4,108.9,14,28,1,9,19,1,13,13,1,4,5,7,10,4,1,3,6,50,31,1.215,1.25,0.8,2,15.3,43.2,22.4,55.2,5.3,8.5,50,42.7,175,118,GSW,127,1,0,240,240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,0.605,0.567,0.524,0.317,9.4,76.2,47.3,55.3,5.8,4.2,16.2,100,108.9,122.4,11,20,1,4,8,1,7,8,1,2,6,6,9,2,1,4,5,28,7,1.5,1.5,1,4,18.9,45.7,25.9,62.4,9.3,4.3,33.3,45.8,284,128,ATL,113,0,2022,11/8/2021,TRUE
2642,265,265,43,99,0.434,14,42,0.333,23,28,0.821,14,41,55,23,5,3,18,23,123,0.552,0.505,0.424,0.283,24.6,83.7,51.9,53.5,4.4,5.1,13.9,100,109.2,111.9,11,22,0.857,3,11,0.5,6,6,1,3,13,16,11,2,1,4,6,29,13,0.781,0.857,0.611,0.429,21.1,33.7,19.2,42.6,3,5.8,40.3,27.9,192,117,CHO,123,0,1,265,265,44,91,0.484,13,32,0.406,25,35,0.714,8,43,51,30,11,8,15,23,126,0.592,0.555,0.352,0.385,16.3,75.4,48.1,68.2,9.8,14,12.4,100,111.9,109.2,13,25,1,7,10,0.7,7,10,1,3,12,12,14,3,5,7,5,32,21,1.031,1,1,3,21.3,52.9,37.9,80.4,3.9,10.7,39.3,32.6,216,119,LAL,126,1,2022,11/8/2021,FALSE
2643,265,265,44,91,0.484,13,32,0.406,25,35,0.714,8,43,51,30,11,8,15,23,126,0.592,0.555,0.352,0.385,16.3,75.4,48.1,68.2,9.8,14,12.4,100,111.9,109.2,13,25,1,7,10,0.7,7,10,1,3,12,12,14,3,5,7,5,32,21,1.031,1,1,3,21.3,52.9,37.9,80.4,3.9,10.7,39.3,32.6,216,119,LAL,126,1,0,265,265,43,99,0.434,14,42,0.333,23,28,0.821,14,41,55,23,5,3,18,23,123,0.552,0.505,0.424,0.283,24.6,83.7,51.9,53.5,4.4,5.1,13.9,100,109.2,111.9,11,22,0.857,3,11,0.5,6,6,1,3,13,16,11,2,1,4,6,29,13,0.781,0.857,0.611,0.429,21.1,33.7,19.2,42.6,3,5.8,40.3,27.9,192,117,CHO,123,0,2022,11/8/2021,TRUE
2644,265,265,41,97,0.423,17,45,0.378,19,23,0.826,15,30,45,23,7,8,13,27,118,0.551,0.51,0.464,0.237,29.4,66.7,46.9,56.1,7,12.5,10.8,100,117.7,124.6,10,22,0.571,6,13,1,5,7,1,7,6,12,7,3,2,5,6,30,15,0.82,0.75,0.625,1,16.8,32.9,19.3,32.5,3.7,7.5,18.4,29.9,181,134,MIN,118,0,1,265,265,46,92,0.5,11,28,0.393,22,26,0.846,15,36,51,28,7,8,13,22,125,0.604,0.56,0.304,0.283,33.3,70.6,53.1,60.9,7,15.4,11.2,100,124.6,117.7,10,24,0.727,3,6,1,10,12,1,5,6,9,8,2,3,3,6,33,15,0.773,0.75,0.5,0.667,24.7,27.7,20.8,35.5,7,9.6,31.1,35.5,172,124,MEM,125,1,2022,11/8/2021,FALSE
2645,265,265,46,92,0.5,11,28,0.393,22,26,0.846,15,36,51,28,7,8,13,22,125,0.604,0.56,0.304,0.283,33.3,70.6,53.1,60.9,7,15.4,11.2,100,124.6,117.7,10,24,0.727,3,6,1,10,12,1,5,6,9,8,2,3,3,6,33,15,0.773,0.75,0.5,0.667,24.7,27.7,20.8,35.5,7,9.6,31.1,35.5,172,124,MEM,125,1,0,265,265,41,97,0.423,17,45,0.378,19,23,0.826,15,30,45,23,7,8,13,27,118,0.551,0.51,0.464,0.237,29.4,66.7,46.9,56.1,7,12.5,10.8,100,117.7,124.6,10,22,0.571,6,13,1,5,7,1,7,6,12,7,3,2,5,6,30,15,0.82,0.75,0.625,1,16.8,32.9,19.3,32.5,3.7,7.5,18.4,29.9,181,134,MIN,118,0,2022,11/8/2021,TRUE
2646,240,240,40,91,0.44,13,40,0.325,10,13,0.769,14,41,55,25,4,4,13,18,103,0.532,0.511,0.44,0.143,28.6,77.4,53.9,62.5,4.3,7.8,11.8,100,111.1,103.5,12,25,0.75,5,10,0.75,2,2,1,4,10,12,5,1,2,3,5,31,12,1.025,1.125,1,0.667,15.9,25.4,16.2,57.1,2.5,10.8,29.1,35.4,181,114,NYK,103,0,1,240,240,35,91,0.385,13,40,0.325,13,16,0.813,12,35,47,20,7,6,8,13,96,0.49,0.456,0.44,0.176,22.6,71.4,46.1,57.1,7.5,11.8,7.5,100,103.5,111.1,7,19,0.556,5,12,0.5,4,6,1,8,17,25,6,2,3,3,5,19,5,0.601,0.594,0.889,0.667,18.9,43.4,30.6,28.2,10.6,9.4,20.3,30.7,235,120,PHI,96,1,2022,11/8/2021,TRUE
2647,240,240,35,91,0.385,13,40,0.325,13,16,0.813,12,35,47,20,7,6,8,13,96,0.49,0.456,0.44,0.176,22.6,71.4,46.1,57.1,7.5,11.8,7.5,100,103.5,111.1,7,19,0.556,5,12,0.5,4,6,1,8,17,25,6,2,3,3,5,19,5,0.601,0.594,0.889,0.667,18.9,43.4,30.6,28.2,10.6,9.4,20.3,30.7,235,120,PHI,96,1,0,240,240,40,91,0.44,13,40,0.325,10,13,0.769,14,41,55,25,4,4,13,18,103,0.532,0.511,0.44,0.143,28.6,77.4,53.9,62.5,4.3,7.8,11.8,100,111.1,103.5,12,25,0.75,5,10,0.75,2,2,1,4,10,12,5,1,2,3,5,31,12,1.025,1.125,1,0.667,15.9,25.4,16.2,57.1,2.5,10.8,29.1,35.4,181,114,NYK,103,0,2022,11/8/2021,FALSE
2648,240,240,44,93,0.473,12,30,0.4,9,11,0.818,5,33,38,28,14,9,14,21,109,0.557,0.538,0.323,0.118,11.6,80.5,45.2,63.6,13.2,15.5,12.5,100,102.7,98,9,17,0.667,4,6,0.667,3,3,1,1,8,9,6,3,2,5,5,24,22,0.806,0.786,0.75,0.333,5.1,28.9,15.9,28.3,5.3,13.9,25,36.6,156,108,PHO,109,0,1,240,240,37,82,0.451,10,24,0.417,20,26,0.769,8,38,46,18,6,6,24,18,104,0.557,0.512,0.293,0.317,19.5,88.4,54.8,48.6,5.7,9.5,20.4,100,98,102.7,8,19,1,3,11,1,11,11,1,2,6,8,5,3,3,6,4,26,17,1,1,0.688,1.222,9.8,37.2,23.8,26.1,4.7,6.5,100,33.4,137,110,SAC,104,1,2022,11/8/2021,TRUE
2649,240,240,37,82,0.451,10,24,0.417,20,26,0.769,8,38,46,18,6,6,24,18,104,0.557,0.512,0.293,0.317,19.5,88.4,54.8,48.6,5.7,9.5,20.4,100,98,102.7,8,19,1,3,11,1,11,11,1,2,6,8,5,3,3,6,4,26,17,1,1,0.688,1.222,9.8,37.2,23.8,26.1,4.7,6.5,100,33.4,137,110,SAC,104,1,0,240,240,44,93,0.473,12,30,0.4,9,11,0.818,5,33,38,28,14,9,14,21,109,0.557,0.538,0.323,0.118,11.6,80.5,45.2,63.6,13.2,15.5,12.5,100,102.7,98,9,17,0.667,4,6,0.667,3,3,1,1,8,9,6,3,2,5,5,24,22,0.806,0.786,0.75,0.333,5.1,28.9,15.9,28.3,5.3,13.9,25,36.6,156,108,PHO,109,0,2022,11/8/2021,FALSE
2650,240,240,43,91,0.473,14,37,0.378,9,12,0.75,9,34,43,29,6,5,9,15,109,0.566,0.549,0.407,0.132,19.1,87.2,50,67.4,6.3,9.1,8.5,100,114.8,123.2,11,23,1,5,13,1,2,4,1,3,12,13,6,2,2,2,3,27,7,1.5,1.5,1,0.333,23.2,55.1,33.7,33.3,6.4,11,19.2,30.2,300,130,POR,109,0,1,240,240,44,85,0.518,16,30,0.533,13,19,0.684,5,38,43,25,5,0,8,17,117,0.627,0.612,0.353,0.224,12.8,80.9,50,56.8,5.3,0,7.9,100,123.2,114.8,10,24,0.857,6,8,0.75,3,4,1,2,8,9,7,2,0,3,5,24,13,1.066,1.111,0.889,0.8,14.1,82.3,45,34.9,3.2,0,50,40.2,198,121,LAC,117,1,2022,11/9/2021,FALSE
