,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
784,240,240,40,90,0.444,9,35,0.257,23,28,0.821,18,26,44,23,5,2,10,17,112,0.547,0.494,0.389,0.311,39.1,74.3,54.3,57.5,5.5,4.1,8.9,100,122.7,134.8,10,20,1,3,10,0.429,9,10,1,9,5,12,7,4,2,5,5,26,-1,1,1,1,0.714,31.4,32.9,23.8,28.1,12.6,5.5,31.3,28.3,203,139,NOP,112,0,1,240,240,45,84,0.536,17,35,0.486,16,20,0.8,9,28,37,34,3,8,11,23,123,0.663,0.637,0.417,0.238,25.7,60.9,45.7,75.6,3.3,14.5,10.6,100,134.8,122.7,8,15,0.857,4,8,1,4,5,1,4,6,10,10,3,3,2,5,21,18,0.97,0.929,0.833,1,18,29.8,20.3,48.6,4.1,14.9,41,39.5,188,129,DET,123,1,2021,2/14/2021,FALSE
785,240,240,45,84,0.536,17,35,0.486,16,20,0.8,9,28,37,34,3,8,11,23,123,0.663,0.637,0.417,0.238,25.7,60.9,45.7,75.6,3.3,14.5,10.6,100,134.8,122.7,8,15,0.857,4,8,1,4,5,1,4,6,10,10,3,3,2,5,21,18,0.97,0.929,0.833,1,18,29.8,20.3,48.6,4.1,14.9,41,39.5,188,129,DET,123,1,0,240,240,40,90,0.444,9,35,0.257,23,28,0.821,18,26,44,23,5,2,10,17,112,0.547,0.494,0.389,0.311,39.1,74.3,54.3,57.5,5.5,4.1,8.9,100,122.7,134.8,10,20,1,3,10,0.429,9,10,1,9,5,12,7,4,2,5,5,26,-1,1,1,1,0.714,31.4,32.9,23.8,28.1,12.6,5.5,31.3,28.3,203,139,NOP,112,0,2021,2/14/2021,TRUE
786,240,240,43,93,0.462,7,25,0.28,18,25,0.72,11,29,40,25,4,4,15,27,111,0.534,0.5,0.269,0.269,23.9,70.7,46,58.1,3.9,6.9,12.6,100,109.3,126,9,16,0.6,3,7,1,6,9,1,2,9,10,6,2,1,4,5,22,6,0.683,0.7,0.6,0.563,26,59.3,35,38.5,3.3,5.2,28.8,35.5,151,134,CLE,111,0,1,240,240,42,88,0.477,13,30,0.433,31,36,0.861,12,35,47,31,8,5,10,21,128,0.616,0.551,0.341,0.409,29.3,76.1,54,73.8,7.9,7.4,8.8,100,126,109.3,10,22,1,4,6,0.667,8,8,1,3,7,9,10,3,2,2,4,30,28,1,1,1,2,23.6,31.1,18.5,55.1,4.7,5.5,50,36.1,200,115,LAC,128,1,2021,2/14/2021,FALSE
787,240,240,42,88,0.477,13,30,0.433,31,36,0.861,12,35,47,31,8,5,10,21,128,0.616,0.551,0.341,0.409,29.3,76.1,54,73.8,7.9,7.4,8.8,100,126,109.3,10,22,1,4,6,0.667,8,8,1,3,7,9,10,3,2,2,4,30,28,1,1,1,2,23.6,31.1,18.5,55.1,4.7,5.5,50,36.1,200,115,LAC,128,1,0,240,240,43,93,0.462,7,25,0.28,18,25,0.72,11,29,40,25,4,4,15,27,111,0.534,0.5,0.269,0.269,23.9,70.7,46,58.1,3.9,6.9,12.6,100,109.3,126,9,16,0.6,3,7,1,6,9,1,2,9,10,6,2,1,4,5,22,6,0.683,0.7,0.6,0.563,26,59.3,35,38.5,3.3,5.2,28.8,35.5,151,134,CLE,111,0,2021,2/14/2021,TRUE
788,240,240,45,97,0.464,13,38,0.342,6,9,0.667,12,35,47,24,9,5,14,16,109,0.54,0.531,0.392,0.093,24.5,74.5,49,53.3,8.9,8.5,12.2,100,108.1,113,10,22,0.643,5,8,0.714,3,3,1,4,13,17,10,3,3,5,4,24,6,0.781,0.85,1,0.667,10.9,36.9,23.7,42.2,5.1,6.8,20.6,32.4,140,123,MIL,109,0,1,240,240,45,95,0.474,15,36,0.417,9,16,0.563,12,37,49,32,8,1,13,14,114,0.559,0.553,0.379,0.168,25.5,75.5,51,71.1,7.9,1.7,11.3,100,113,108.1,9,16,0.667,4,8,1,4,9,1,6,7,13,9,2,1,7,4,22,10,0.833,0.833,0.714,0.692,23.6,26.4,25,44,3,7.3,29.2,27.6,177,112,OKC,114,1,2021,2/14/2021,FALSE
789,240,240,45,95,0.474,15,36,0.417,9,16,0.563,12,37,49,32,8,1,13,14,114,0.559,0.553,0.379,0.168,25.5,75.5,51,71.1,7.9,1.7,11.3,100,113,108.1,9,16,0.667,4,8,1,4,9,1,6,7,13,9,2,1,7,4,22,10,0.833,0.833,0.714,0.692,23.6,26.4,25,44,3,7.3,29.2,27.6,177,112,OKC,114,1,0,240,240,45,97,0.464,13,38,0.342,6,9,0.667,12,35,47,24,9,5,14,16,109,0.54,0.531,0.392,0.093,24.5,74.5,49,53.3,8.9,8.5,12.2,100,108.1,113,10,22,0.643,5,8,0.714,3,3,1,4,13,17,10,3,3,5,4,24,6,0.781,0.85,1,0.667,10.9,36.9,23.7,42.2,5.1,6.8,20.6,32.4,140,123,MIL,109,0,2021,2/14/2021,TRUE
790,240,240,33,89,0.371,6,35,0.171,18,22,0.818,9,39,48,13,4,6,10,12,90,0.456,0.404,0.393,0.247,15.8,78,44.9,39.4,4.2,10.9,9.2,100,93.4,113.1,9,23,0.667,3,10,0.5,7,7,1,2,10,11,5,2,2,3,3,23,0,0.75,0.75,1,0.583,7.2,37.2,21.2,31.7,3.6,7.5,33.3,32.3,123,121,ORL,90,0,1,240,240,41,92,0.446,12,37,0.324,15,16,0.938,11,48,59,24,6,2,8,17,109,0.55,0.511,0.402,0.174,22,84.2,55.1,58.5,6.2,3.7,7.5,100,113.1,93.4,10,16,1,4,13,0.667,6,7,1,4,9,13,9,2,1,2,4,27,25,1,1,1,0.667,44.7,39.2,20.9,54.5,23.2,4.6,22.2,41.7,230,101,PHO,109,1,2021,2/14/2021,FALSE
791,240,240,41,92,0.446,12,37,0.324,15,16,0.938,11,48,59,24,6,2,8,17,109,0.55,0.511,0.402,0.174,22,84.2,55.1,58.5,6.2,3.7,7.5,100,113.1,93.4,10,16,1,4,13,0.667,6,7,1,4,9,13,9,2,1,2,4,27,25,1,1,1,0.667,44.7,39.2,20.9,54.5,23.2,4.6,22.2,41.7,230,101,PHO,109,1,0,240,240,33,89,0.371,6,35,0.171,18,22,0.818,9,39,48,13,4,6,10,12,90,0.456,0.404,0.393,0.247,15.8,78,44.9,39.4,4.2,10.9,9.2,100,93.4,113.1,9,23,0.667,3,10,0.5,7,7,1,2,10,11,5,2,2,3,3,23,0,0.75,0.75,1,0.583,7.2,37.2,21.2,31.7,3.6,7.5,33.3,32.3,123,121,ORL,90,0,2021,2/14/2021,TRUE
792,240,240,50,94,0.532,9,21,0.429,15,19,0.789,9,34,43,31,10,2,10,20,124,0.606,0.58,0.223,0.202,24.3,87.2,56.6,62,9.9,4.1,8.9,100,122.2,108.4,11,20,0.8,3,4,1,5,5,1,4,10,13,10,4,1,4,5,25,18,0.903,0.833,0.5,1,24,46.6,31.1,38,6.6,6.5,22.2,31.7,195,115,MEM,124,0,1,240,240,41,82,0.5,8,33,0.242,20,26,0.769,5,28,33,22,8,5,16,19,110,0.589,0.549,0.402,0.317,12.8,75.7,43.4,53.7,7.9,6.8,14.6,100,108.4,122.2,9,15,1,3,8,0.5,8,11,1,2,5,6,9,2,2,3,3,23,6,1.078,1,0.8,3,7.8,41.8,20.3,48.4,4,8.5,33.3,36.5,229,130,SAC,110,1,2021,2/14/2021,TRUE
793,240,240,41,82,0.5,8,33,0.242,20,26,0.769,5,28,33,22,8,5,16,19,110,0.589,0.549,0.402,0.317,12.8,75.7,43.4,53.7,7.9,6.8,14.6,100,108.4,122.2,9,15,1,3,8,0.5,8,11,1,2,5,6,9,2,2,3,3,23,6,1.078,1,0.8,3,7.8,41.8,20.3,48.4,4,8.5,33.3,36.5,229,130,SAC,110,1,0,240,240,50,94,0.532,9,21,0.429,15,19,0.789,9,34,43,31,10,2,10,20,124,0.606,0.58,0.223,0.202,24.3,87.2,56.6,62,9.9,4.1,8.9,100,122.2,108.4,11,20,0.8,3,4,1,5,5,1,4,10,13,10,4,1,4,5,25,18,0.903,0.833,0.5,1,24,46.6,31.1,38,6.6,6.5,22.2,31.7,195,115,MEM,124,0,2021,2/14/2021,FALSE
794,240,240,43,82,0.524,16,39,0.41,14,19,0.737,5,35,40,28,6,8,18,26,116,0.642,0.622,0.476,0.232,15.2,77.8,51.3,65.1,5.9,13.8,16.6,100,114.2,110.3,8,15,0.8,6,10,0.667,4,4,1,3,8,11,6,2,3,7,6,20,14,0.888,0.833,0.769,0.8,20.4,33.7,20.2,26.9,5,7.4,35.4,26.2,191,120,MIN,116,0,1,240,240,38,91,0.418,10,33,0.303,26,31,0.839,10,28,38,24,6,3,11,22,112,0.535,0.473,0.363,0.341,22.2,84.8,48.7,63.2,5.9,7,9.5,100,110.3,114.2,8,21,0.667,4,12,0.667,10,12,1,4,7,8,6,2,1,4,6,24,9,0.775,0.75,0.667,1,17.8,31.9,18,41.9,4.1,8.2,33.3,27.4,144,119,TOR,112,1,2021,2/14/2021,TRUE
795,240,240,38,91,0.418,10,33,0.303,26,31,0.839,10,28,38,24,6,3,11,22,112,0.535,0.473,0.363,0.341,22.2,84.8,48.7,63.2,5.9,7,9.5,100,110.3,114.2,8,21,0.667,4,12,0.667,10,12,1,4,7,8,6,2,1,4,6,24,9,0.775,0.75,0.667,1,17.8,31.9,18,41.9,4.1,8.2,33.3,27.4,144,119,TOR,112,1,0,240,240,43,82,0.524,16,39,0.41,14,19,0.737,5,35,40,28,6,8,18,26,116,0.642,0.622,0.476,0.232,15.2,77.8,51.3,65.1,5.9,13.8,16.6,100,114.2,110.3,8,15,0.8,6,10,0.667,4,4,1,3,8,11,6,2,3,7,6,20,14,0.888,0.833,0.769,0.8,20.4,33.7,20.2,26.9,5,7.4,35.4,26.2,191,120,MIN,116,0,2021,2/14/2021,FALSE
796,240,240,32,90,0.356,9,35,0.257,18,30,0.6,14,36,50,14,5,2,17,27,91,0.441,0.406,0.389,0.333,23.7,80,48.1,43.8,4.8,3.8,14.1,100,87.9,100.5,11,21,1,4,7,0.571,3,5,1,3,7,8,4,2,1,5,4,25,12,0.798,1,1,4,30.7,40.3,34.8,56.6,4.4,8.6,66.7,38.1,172,108,BOS,91,0,1,240,240,33,83,0.398,7,30,0.233,31,36,0.861,9,45,54,24,9,3,16,25,104,0.526,0.44,0.361,0.434,20,76.3,51.9,72.7,8.7,5.5,13.9,100,100.5,87.9,10,19,0.571,4,9,0.444,11,11,1,3,9,10,11,2,1,6,4,35,27,0.766,0.667,1,0.667,12.5,30.7,17.4,78.7,4.7,3.9,33.3,36.4,128,99,WAS,104,1,2021,2/14/2021,FALSE
797,240,240,33,83,0.398,7,30,0.233,31,36,0.861,9,45,54,24,9,3,16,25,104,0.526,0.44,0.361,0.434,20,76.3,51.9,72.7,8.7,5.5,13.9,100,100.5,87.9,10,19,0.571,4,9,0.444,11,11,1,3,9,10,11,2,1,6,4,35,27,0.766,0.667,1,0.667,12.5,30.7,17.4,78.7,4.7,3.9,33.3,36.4,128,99,WAS,104,1,0,240,240,32,90,0.356,9,35,0.257,18,30,0.6,14,36,50,14,5,2,17,27,91,0.441,0.406,0.389,0.333,23.7,80,48.1,43.8,4.8,3.8,14.1,100,87.9,100.5,11,21,1,4,7,0.571,3,5,1,3,7,8,4,2,1,5,4,25,12,0.798,1,1,4,30.7,40.3,34.8,56.6,4.4,8.6,66.7,38.1,172,108,BOS,91,0,2021,2/14/2021,TRUE
798,240,240,37,95,0.389,8,30,0.267,16,20,0.8,15,34,49,19,10,3,17,24,98,0.472,0.432,0.316,0.211,30.6,87.2,55.7,51.4,9.7,5.9,14.1,100,95.3,125.5,9,20,0.667,3,9,0.333,4,5,1,5,10,14,5,3,2,4,6,23,1,0.773,0.667,0.75,0.667,22.4,38.2,26.2,31.7,3.6,6.5,33.3,25.4,179,133,CLE,98,0,1,240,240,46,88,0.523,17,37,0.459,20,21,0.952,5,34,39,34,9,10,14,23,129,0.663,0.619,0.42,0.239,12.8,69.4,44.3,73.9,8.8,15.4,12.6,100,125.5,95.3,13,19,0.8,7,11,0.667,4,4,1,2,7,8,16,2,2,5,3,36,25,1,1,1,0.8,13.5,32.3,24,62.6,3.7,6.2,25.9,32.9,163,108,GSW,129,1,2021,2/15/2021,FALSE
799,240,240,46,88,0.523,17,37,0.459,20,21,0.952,5,34,39,34,9,10,14,23,129,0.663,0.619,0.42,0.239,12.8,69.4,44.3,73.9,8.8,15.4,12.6,100,125.5,95.3,13,19,0.8,7,11,0.667,4,4,1,2,7,8,16,2,2,5,3,36,25,1,1,1,0.8,13.5,32.3,24,62.6,3.7,6.2,25.9,32.9,163,108,GSW,129,1,0,240,240,37,95,0.389,8,30,0.267,16,20,0.8,15,34,49,19,10,3,17,24,98,0.472,0.432,0.316,0.211,30.6,87.2,55.7,51.4,9.7,5.9,14.1,100,95.3,125.5,9,20,0.667,3,9,0.333,4,5,1,5,10,14,5,3,2,4,6,23,1,0.773,0.667,0.75,0.667,22.4,38.2,26.2,31.7,3.6,6.5,33.3,25.4,179,133,CLE,98,0,2021,2/15/2021,TRUE
800,265,265,44,102,0.431,13,33,0.394,19,22,0.864,13,47,60,25,6,2,18,24,120,0.537,0.495,0.324,0.216,25,85.5,56.1,56.8,5.3,3.4,13.9,100,105.1,98.1,11,25,0.75,4,9,1,4,6,1,5,8,11,8,2,1,4,5,30,19,0.77,0.75,1,0.571,17.1,45,23.1,32,3.1,3.4,31.3,33.7,230,102,CHI,120,0,1,265,265,39,92,0.424,9,33,0.273,25,31,0.806,8,39,47,18,9,14,19,23,112,0.53,0.473,0.359,0.337,14.5,75,43.9,46.2,7.9,20.3,15.2,100,98.1,105.1,10,25,1,4,12,1,11,14,1,4,11,15,5,3,6,8,5,25,10,0.921,1,0.857,2,9.2,26.8,17.8,24.1,3.3,12.8,27.9,32.6,171,117,IND,112,1,2021,2/15/2021,TRUE
801,265,265,39,92,0.424,9,33,0.273,25,31,0.806,8,39,47,18,9,14,19,23,112,0.53,0.473,0.359,0.337,14.5,75,43.9,46.2,7.9,20.3,15.2,100,98.1,105.1,10,25,1,4,12,1,11,14,1,4,11,15,5,3,6,8,5,25,10,0.921,1,0.857,2,9.2,26.8,17.8,24.1,3.3,12.8,27.9,32.6,171,117,IND,112,1,0,265,265,44,102,0.431,13,33,0.394,19,22,0.864,13,47,60,25,6,2,18,24,120,0.537,0.495,0.324,0.216,25,85.5,56.1,56.8,5.3,3.4,13.9,100,105.1,98.1,11,25,0.75,4,9,1,4,6,1,5,8,11,8,2,1,4,5,30,19,0.77,0.75,1,0.571,17.1,45,23.1,32,3.1,3.4,31.3,33.7,230,102,CHI,120,0,2021,2/15/2021,FALSE
802,240,240,46,91,0.505,8,36,0.222,18,22,0.818,9,30,39,27,7,6,8,21,118,0.586,0.549,0.396,0.242,22,81.1,50,58.7,7.2,11.3,7.4,100,121.3,128.5,12,20,0.8,4,11,0.4,10,10,1,3,9,12,10,2,2,3,4,30,6,0.785,0.8,1,0.526,9.8,32.5,20.6,37.9,8.2,6.8,14.9,28.4,217,136,MIA,118,0,1,240,240,47,85,0.553,15,32,0.469,16,20,0.8,7,32,39,31,5,0,12,22,125,0.666,0.641,0.376,0.235,18.9,78,50,66,5.1,0,11.3,100,128.5,121.3,11,20,0.818,6,8,0.833,4,6,1,2,7,9,10,1,0,3,5,32,15,1.071,1.071,0.857,0.75,13.2,41.8,28.3,37.4,2.5,0,26.2,33,165,126,LAC,125,1,2021,2/15/2021,FALSE
803,240,240,47,85,0.553,15,32,0.469,16,20,0.8,7,32,39,31,5,0,12,22,125,0.666,0.641,0.376,0.235,18.9,78,50,66,5.1,0,11.3,100,128.5,121.3,11,20,0.818,6,8,0.833,4,6,1,2,7,9,10,1,0,3,5,32,15,1.071,1.071,0.857,0.75,13.2,41.8,28.3,37.4,2.5,0,26.2,33,165,126,LAC,125,1,0,240,240,46,91,0.505,8,36,0.222,18,22,0.818,9,30,39,27,7,6,8,21,118,0.586,0.549,0.396,0.242,22,81.1,50,58.7,7.2,11.3,7.4,100,121.3,128.5,12,20,0.8,4,11,0.4,10,10,1,3,9,12,10,2,2,3,4,30,6,0.785,0.8,1,0.526,9.8,32.5,20.6,37.9,8.2,6.8,14.9,28.4,217,136,MIA,118,0,2021,2/15/2021,TRUE
804,240,240,36,85,0.424,11,33,0.333,29,32,0.906,11,31,42,17,5,6,11,19,112,0.565,0.488,0.388,0.376,25.6,75.6,50,47.2,5.4,12.2,10,100,120.1,131.9,8,19,0.636,3,9,1,10,12,1,6,12,18,8,2,2,4,5,23,0,0.99,0.9,0.8,1.4,18.5,38.9,28.5,33.4,2.8,5.5,17,30.9,208,139,ATL,112,0,1,240,240,42,83,0.506,17,34,0.5,22,27,0.815,10,32,42,22,5,6,8,22,123,0.648,0.608,0.41,0.325,24.4,74.4,50,52.4,5.4,11.5,7.8,100,131.9,120.1,14,22,1,7,13,1,9,12,1,4,9,9,5,2,3,3,5,44,17,1,1,0.727,0.667,14.4,24.5,16.4,33.1,3.8,10.2,16.8,34.5,213,127,NYK,123,1,2021,2/15/2021,FALSE
805,240,240,42,83,0.506,17,34,0.5,22,27,0.815,10,32,42,22,5,6,8,22,123,0.648,0.608,0.41,0.325,24.4,74.4,50,52.4,5.4,11.5,7.8,100,131.9,120.1,14,22,1,7,13,1,9,12,1,4,9,9,5,2,3,3,5,44,17,1,1,0.727,0.667,14.4,24.5,16.4,33.1,3.8,10.2,16.8,34.5,213,127,NYK,123,1,0,240,240,36,85,0.424,11,33,0.333,29,32,0.906,11,31,42,17,5,6,11,19,112,0.565,0.488,0.388,0.376,25.6,75.6,50,47.2,5.4,12.2,10,100,120.1,131.9,8,19,0.636,3,9,1,10,12,1,6,12,18,8,2,2,4,5,23,0,0.99,0.9,0.8,1.4,18.5,38.9,28.5,33.4,2.8,5.5,17,30.9,208,139,ATL,112,0,2021,2/15/2021,TRUE
806,240,240,51,89,0.573,27,47,0.574,7,12,0.583,9,26,35,31,7,4,15,16,136,0.721,0.725,0.528,0.135,25.7,63.4,46.1,60.8,7.2,6.3,13.7,100,139.5,128.3,15,22,0.8,9,11,1,3,4,1,4,11,13,14,3,1,7,4,40,33,1,1,0.833,0.5,20.2,37.3,23.8,52.5,5.9,3.2,29.1,38.2,160,137,BRK,136,0,1,240,240,51,96,0.531,12,33,0.364,11,13,0.846,15,26,41,24,6,6,13,13,125,0.614,0.594,0.344,0.135,36.6,74.3,53.9,47.1,6.2,14.3,11.3,100,128.3,139.5,12,17,0.8,6,9,1,4,5,1,6,10,16,8,2,5,4,4,26,18,0.846,0.846,1,0.667,29.7,58,42.7,28.8,8,24.2,22.9,32.4,170,147,SAC,125,1,2021,2/15/2021,TRUE
807,240,240,51,96,0.531,12,33,0.364,11,13,0.846,15,26,41,24,6,6,13,13,125,0.614,0.594,0.344,0.135,36.6,74.3,53.9,47.1,6.2,14.3,11.3,100,128.3,139.5,12,17,0.8,6,9,1,4,5,1,6,10,16,8,2,5,4,4,26,18,0.846,0.846,1,0.667,29.7,58,42.7,28.8,8,24.2,22.9,32.4,170,147,SAC,125,1,0,240,240,51,89,0.573,27,47,0.574,7,12,0.583,9,26,35,31,7,4,15,16,136,0.721,0.725,0.528,0.135,25.7,63.4,46.1,60.8,7.2,6.3,13.7,100,139.5,128.3,15,22,0.8,9,11,1,3,4,1,4,11,13,14,3,1,7,4,40,33,1,1,0.833,0.5,20.2,37.3,23.8,52.5,5.9,3.2,29.1,38.2,160,137,BRK,136,0,2021,2/15/2021,FALSE
808,240,240,47,94,0.5,8,23,0.348,21,24,0.875,12,30,42,19,6,4,12,21,123,0.588,0.543,0.245,0.255,29.3,81.1,53.8,40.4,5.9,9.8,10.3,100,121.8,132.7,15,26,0.667,3,5,1,12,13,1,6,8,12,12,2,2,4,4,42,5,1,1,1,0.75,26.9,51.2,28.3,53.7,4.8,11.8,40,38.6,151,139,PHI,123,0,1,240,240,45,86,0.523,18,45,0.4,26,31,0.839,7,29,36,18,9,4,11,18,134,0.672,0.628,0.523,0.36,18.9,70.7,46.2,40,8.9,5.6,9.9,100,132.7,121.8,13,24,1,8,13,0.615,6,8,1,2,8,9,5,3,2,3,5,40,9,1.064,1,1,2.667,16,29.5,17.4,22.2,4.5,4.3,20,37.1,228,128,UTA,134,1,2021,2/15/2021,FALSE
809,240,240,45,86,0.523,18,45,0.4,26,31,0.839,7,29,36,18,9,4,11,18,134,0.672,0.628,0.523,0.36,18.9,70.7,46.2,40,8.9,5.6,9.9,100,132.7,121.8,13,24,1,8,13,0.615,6,8,1,2,8,9,5,3,2,3,5,40,9,1.064,1,1,2.667,16,29.5,17.4,22.2,4.5,4.3,20,37.1,228,128,UTA,134,1,0,240,240,47,94,0.5,8,23,0.348,21,24,0.875,12,30,42,19,6,4,12,21,123,0.588,0.543,0.245,0.255,29.3,81.1,53.8,40.4,5.9,9.8,10.3,100,121.8,132.7,15,26,0.667,3,5,1,12,13,1,6,8,12,12,2,2,4,4,42,5,1,1,1,0.75,26.9,51.2,28.3,53.7,4.8,11.8,40,38.6,151,139,PHI,123,0,2021,2/15/2021,TRUE
810,240,240,43,91,0.473,8,37,0.216,25,34,0.735,9,32,41,23,9,5,18,22,119,0.562,0.516,0.407,0.374,19.6,76.2,46.6,53.5,8.2,8.1,14.5,100,107.8,118.7,10,26,0.7,2,7,0.667,8,10,1,3,9,11,11,2,1,5,4,29,-1,0.75,0.75,0.667,1.2,10.3,39.7,19,51.7,4.4,7.6,50,39.3,154,122,HOU,119,0,1,240,240,48,92,0.522,12,30,0.4,23,31,0.742,10,37,47,25,14,2,15,24,131,0.62,0.587,0.326,0.337,23.8,80.4,53.4,52.1,12.7,3.7,12.4,100,118.7,107.8,14,24,0.75,5,8,0.833,6,8,1,3,10,13,15,4,1,5,5,37,15,1.066,1.063,1,1.6,17,31.2,21.2,58.9,7.2,7.1,33.3,34,209,116,WAS,131,1,2021,2/15/2021,FALSE
811,240,240,48,92,0.522,12,30,0.4,23,31,0.742,10,37,47,25,14,2,15,24,131,0.62,0.587,0.326,0.337,23.8,80.4,53.4,52.1,12.7,3.7,12.4,100,118.7,107.8,14,24,0.75,5,8,0.833,6,8,1,3,10,13,15,4,1,5,5,37,15,1.066,1.063,1,1.6,17,31.2,21.2,58.9,7.2,7.1,33.3,34,209,116,WAS,131,1,0,240,240,43,91,0.473,8,37,0.216,25,34,0.735,9,32,41,23,9,5,18,22,119,0.562,0.516,0.407,0.374,19.6,76.2,46.6,53.5,8.2,8.1,14.5,100,107.8,118.7,10,26,0.7,2,7,0.667,8,10,1,3,9,11,11,2,1,5,4,29,-1,0.75,0.75,0.667,1.2,10.3,39.7,19,51.7,4.4,7.6,50,39.3,154,122,HOU,119,0,2021,2/15/2021,TRUE
812,240,240,38,84,0.452,9,34,0.265,14,15,0.933,11,27,38,25,12,3,17,18,99,0.546,0.506,0.405,0.179,25,73,46.9,65.8,12.5,7.7,15.8,100,103.2,116.7,16,23,1,4,8,0.6,8,8,1,4,6,7,8,3,1,9,4,43,4,1,1,0.75,0.348,15.3,44.1,20.1,36.4,9.9,5.1,50,35.1,200,125,DEN,99,0,1,240,240,39,81,0.481,15,42,0.357,19,21,0.905,10,33,43,26,7,1,20,22,112,0.621,0.574,0.519,0.259,27,75,53.1,66.7,7.3,2,18.1,100,116.7,103.2,11,20,1,5,10,1,8,8,1,4,8,12,8,5,1,7,5,27,20,1,1,1,1,19.4,31.2,25.4,45,12.5,4,33.3,33.9,170,111,BOS,112,1,2021,2/16/2021,FALSE
813,240,240,39,81,0.481,15,42,0.357,19,21,0.905,10,33,43,26,7,1,20,22,112,0.621,0.574,0.519,0.259,27,75,53.1,66.7,7.3,2,18.1,100,116.7,103.2,11,20,1,5,10,1,8,8,1,4,8,12,8,5,1,7,5,27,20,1,1,1,1,19.4,31.2,25.4,45,12.5,4,33.3,33.9,170,111,BOS,112,1,0,240,240,38,84,0.452,9,34,0.265,14,15,0.933,11,27,38,25,12,3,17,18,99,0.546,0.506,0.405,0.179,25,73,46.9,65.8,12.5,7.7,15.8,100,103.2,116.7,16,23,1,4,8,0.6,8,8,1,4,6,7,8,3,1,9,4,43,4,1,1,0.75,0.348,15.3,44.1,20.1,36.4,9.9,5.1,50,35.1,200,125,DEN,99,0,2021,2/16/2021,TRUE
814,240,240,56,91,0.615,19,38,0.5,13,17,0.765,11,36,47,33,14,4,19,19,144,0.731,0.72,0.418,0.187,32.4,80,59.5,58.9,13.4,7,16.2,100,137.8,108.1,13,16,1,6,11,1,4,4,1,6,9,9,7,3,2,6,4,31,30,1.5,1.5,1,0.667,44,43,36.7,43.4,5.8,7.1,30.4,29.8,300,119,NOP,144,0,1,240,240,42,88,0.477,13,31,0.419,16,18,0.889,9,23,32,23,10,0,19,18,113,0.589,0.551,0.352,0.205,20,67.6,40.5,54.8,9.6,0,16.5,100,108.1,137.8,12,16,0.75,4,6,1,5,6,1,2,5,7,8,3,0,6,5,28,-1,1,1,0.75,0.5,13.4,27.4,14.1,53.7,5.9,0,55.6,37.1,189,145,MEM,113,1,2021,2/16/2021,TRUE
815,240,240,42,88,0.477,13,31,0.419,16,18,0.889,9,23,32,23,10,0,19,18,113,0.589,0.551,0.352,0.205,20,67.6,40.5,54.8,9.6,0,16.5,100,108.1,137.8,12,16,0.75,4,6,1,5,6,1,2,5,7,8,3,0,6,5,28,-1,1,1,0.75,0.5,13.4,27.4,14.1,53.7,5.9,0,55.6,37.1,189,145,MEM,113,1,0,240,240,56,91,0.615,19,38,0.5,13,17,0.765,11,36,47,33,14,4,19,19,144,0.731,0.72,0.418,0.187,32.4,80,59.5,58.9,13.4,7,16.2,100,137.8,108.1,13,16,1,6,11,1,4,4,1,6,9,9,7,3,2,6,4,31,30,1.5,1.5,1,0.667,44,43,36.7,43.4,5.8,7.1,30.4,29.8,300,119,NOP,144,0,2021,2/16/2021,FALSE
